"LON","LAT","YEAR","MO","DY","HR","RH2M","T2M","PRECTOTCORR","city"
-84.5378,37.9731,2020,9,24,13,74.87,16.06,0,"Lexington"
-84.5378,37.9731,2020,9,24,14,63.77,18.63,0,"Lexington"
-84.5378,37.9731,2020,9,24,15,60.56,19.22,0,"Lexington"
-84.5378,37.9731,2020,9,24,16,57.69,19.96,0,"Lexington"
-84.5378,37.9731,2020,9,24,17,55.25,20.54,0,"Lexington"
-84.5378,37.9731,2020,9,24,18,53.68,20.96,0,"Lexington"
-84.5378,37.9731,2020,9,24,19,53.13,21.23,0,"Lexington"
-84.5378,37.9731,2020,9,24,20,53.96,21.18,0.01,"Lexington"
-84.5378,37.9731,2020,9,24,21,56.9,20.7,0.01,"Lexington"
-84.5378,37.9731,2020,9,24,22,67.21,19.58,0.01,"Lexington"
-84.5378,37.9731,2020,9,24,23,81.57,16.82,0.01,"Lexington"
-84.5378,37.9731,2020,9,25,0,84.05,15.47,0.02,"Lexington"
-84.5378,37.9731,2020,9,25,1,85.81,14.9,0.02,"Lexington"
-84.5378,37.9731,2020,9,25,2,88.29,14.26,0.03,"Lexington"
-84.5378,37.9731,2020,9,25,3,91.07,13.68,0.04,"Lexington"
-84.5378,37.9731,2020,9,25,4,93.66,13.23,0.04,"Lexington"
-84.5378,37.9731,2020,9,25,5,95.91,12.91,0.07,"Lexington"
-84.5378,37.9731,2020,9,25,6,98.12,12.66,0.08,"Lexington"
-84.5378,37.9731,2020,9,25,7,99.35,12.72,0.09,"Lexington"
-84.5378,37.9731,2020,9,25,8,100,12.78,0.26,"Lexington"
-84.5378,37.9731,2020,9,25,9,100,12.8,0.7,"Lexington"
-84.5378,37.9731,2020,9,25,10,100,12.29,1.24,"Lexington"
-84.5378,37.9731,2020,9,25,11,100,12.08,1.3,"Lexington"
-84.5378,37.9731,2020,9,25,12,94.5,13.98,1.23,"Lexington"
-84.5378,37.9731,2020,9,25,13,88.51,15.89,0.65,"Lexington"
-84.5378,37.9731,2020,9,25,14,80.99,18.31,0.26,"Lexington"
-84.5378,37.9731,2020,9,25,15,75.24,19.84,0.11,"Lexington"
-84.5378,37.9731,2020,9,25,16,70.54,21.03,0.06,"Lexington"
-84.5378,37.9731,2020,9,25,17,66.03,22.22,0.06,"Lexington"
-84.5378,37.9731,2020,9,25,18,62.08,23.4,0.05,"Lexington"
-84.5378,37.9731,2020,9,25,19,59.61,24.28,0.04,"Lexington"
-84.5378,37.9731,2020,9,25,20,59.3,24.39,0.03,"Lexington"
-84.5378,37.9731,2020,9,25,21,60.72,24.01,0.02,"Lexington"
-84.5378,37.9731,2020,9,25,22,66.13,23.06,0,"Lexington"
-84.5378,37.9731,2020,9,25,23,80.49,20.44,0,"Lexington"
-84.5378,37.9731,2020,9,26,0,84.58,18.62,0,"Lexington"
-84.5378,37.9731,2020,9,26,1,88.01,17.51,0,"Lexington"
-84.5378,37.9731,2020,9,26,2,90.88,16.63,0,"Lexington"
-84.5378,37.9731,2020,9,26,3,93.76,15.87,0,"Lexington"
-84.5378,37.9731,2020,9,26,4,96.77,15.23,0,"Lexington"
-84.5378,37.9731,2020,9,26,5,99.21,14.74,0,"Lexington"
-84.5378,37.9731,2020,9,26,6,100,14.43,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,7,100,14.28,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,8,100,14.15,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,9,100,13.75,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,10,100,13.15,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,11,100,12.7,0.01,"Lexington"
-84.5378,37.9731,2020,9,26,12,96.53,15.31,0,"Lexington"
-84.5378,37.9731,2020,9,26,13,84.55,18.06,0,"Lexington"
-84.5378,37.9731,2020,9,26,14,70.23,21.8,0,"Lexington"
-84.5378,37.9731,2020,9,26,15,63.46,23.61,0,"Lexington"
-84.5378,37.9731,2020,9,26,16,58.91,24.83,0,"Lexington"
-84.5378,37.9731,2020,9,26,17,55.16,25.84,0,"Lexington"
-84.5378,37.9731,2020,9,26,18,52.47,26.47,0,"Lexington"
-84.5378,37.9731,2020,9,26,19,50.73,26.75,0,"Lexington"
-84.5378,37.9731,2020,9,26,20,50.21,26.63,0,"Lexington"
-84.5378,37.9731,2020,9,26,21,51.42,26.07,0,"Lexington"
-84.5378,37.9731,2020,9,26,22,60.99,24.46,0,"Lexington"
-84.5378,37.9731,2020,9,26,23,74.5,21.05,0,"Lexington"
-84.5378,37.9731,2020,9,27,0,75.12,19.61,0,"Lexington"
-84.5378,37.9731,2020,9,27,1,77.8,18.61,0,"Lexington"
-84.5378,37.9731,2020,9,27,2,81.57,17.53,0,"Lexington"
-84.5378,37.9731,2020,9,27,3,85.52,16.54,0,"Lexington"
-84.5378,37.9731,2020,9,27,4,89.17,15.76,0,"Lexington"
-84.5378,37.9731,2020,9,27,5,93.06,15.23,0,"Lexington"
-84.5378,37.9731,2020,9,27,6,97.65,14.78,0,"Lexington"
-84.5378,37.9731,2020,9,27,7,100,14.31,0,"Lexington"
-84.5378,37.9731,2020,9,27,8,100,13.83,0,"Lexington"
-84.5378,37.9731,2020,9,27,9,100,13.45,0,"Lexington"
-84.5378,37.9731,2020,9,27,10,100,13.28,0,"Lexington"
-84.5378,37.9731,2020,9,27,11,100,13.18,0,"Lexington"
-84.5378,37.9731,2020,9,27,12,94.92,15.2,0.18,"Lexington"
-84.5378,37.9731,2020,9,27,13,83.98,17.65,0.04,"Lexington"
-84.5378,37.9731,2020,9,27,14,69.72,21.42,0.11,"Lexington"
-84.5378,37.9731,2020,9,27,15,63.56,23.25,0.19,"Lexington"
-84.5378,37.9731,2020,9,27,16,60.02,24.31,0.05,"Lexington"
-84.5378,37.9731,2020,9,27,17,56.85,25.15,0.02,"Lexington"
-84.5378,37.9731,2020,9,27,18,54.55,25.76,0.01,"Lexington"
-84.5378,37.9731,2020,9,27,19,53.48,25.92,0.01,"Lexington"
-84.5378,37.9731,2020,9,27,20,53.45,25.82,0.01,"Lexington"
-84.5378,37.9731,2020,9,27,21,54.72,25.33,0,"Lexington"
-84.5378,37.9731,2020,9,27,22,62.36,23.96,0,"Lexington"
-84.5378,37.9731,2020,9,27,23,76.9,20.8,0,"Lexington"
-84.5378,37.9731,2020,9,28,0,80.42,19.35,0.02,"Lexington"
-84.5378,37.9731,2020,9,28,1,82.96,18.62,0.05,"Lexington"
-84.5378,37.9731,2020,9,28,2,85.7,18.06,0.05,"Lexington"
-84.5378,37.9731,2020,9,28,3,89.32,17.51,0.04,"Lexington"
-84.5378,37.9731,2020,9,28,4,93.69,17.02,0.03,"Lexington"
-84.5378,37.9731,2020,9,28,5,98.34,16.65,0.02,"Lexington"
-84.5378,37.9731,2020,9,28,6,100,16.4,0.03,"Lexington"
-84.5378,37.9731,2020,9,28,7,100,15.82,0.09,"Lexington"
-84.5378,37.9731,2020,9,28,8,100,15.77,0.14,"Lexington"
-84.5378,37.9731,2020,9,28,9,100,16.02,0.2,"Lexington"
-84.5378,37.9731,2020,9,28,10,100,16.17,0.17,"Lexington"
-84.5378,37.9731,2020,9,28,11,100,16.45,0.17,"Lexington"
-84.5378,37.9731,2020,9,28,12,96.37,17.2,0.56,"Lexington"
-84.5378,37.9731,2020,9,28,13,91.71,18.35,0.13,"Lexington"
-84.5378,37.9731,2020,9,28,14,82.34,20.64,0.59,"Lexington"
-84.5378,37.9731,2020,9,28,15,66.29,24.11,2.01,"Lexington"
-84.5378,37.9731,2020,9,28,16,58.5,25.9,2.18,"Lexington"
-84.5378,37.9731,2020,9,28,17,59.08,25.7,3.74,"Lexington"
-84.5378,37.9731,2020,9,28,18,62.73,25.18,14.54,"Lexington"
-84.5378,37.9731,2020,9,28,19,70.28,23.94,33.99,"Lexington"
-84.5378,37.9731,2020,9,28,20,78.11,22.52,41.52,"Lexington"
-84.5378,37.9731,2020,9,28,21,84.98,19.91,43.75,"Lexington"
-84.5378,37.9731,2020,9,28,22,85.98,16.33,73.29,"Lexington"
-84.5378,37.9731,2020,9,28,23,85.81,13.43,59.96,"Lexington"
-84.5378,37.9731,2020,9,29,0,87.3,12.65,21.54,"Lexington"
-84.5378,37.9731,2020,9,29,1,88,12.61,5.65,"Lexington"
-84.5378,37.9731,2020,9,29,2,90.74,12.44,1.73,"Lexington"
-84.5378,37.9731,2020,9,29,3,91.43,12.4,1.21,"Lexington"
-84.5378,37.9731,2020,9,29,4,93.46,12.16,0.74,"Lexington"
-84.5378,37.9731,2020,9,29,5,96.54,11.51,0.49,"Lexington"
-84.5378,37.9731,2020,9,29,6,100,10.73,0.37,"Lexington"
-84.5378,37.9731,2020,9,29,7,100,10.13,0.42,"Lexington"
-84.5378,37.9731,2020,9,29,8,100,9.65,0.42,"Lexington"
-84.5378,37.9731,2020,9,29,9,100,9.27,0.58,"Lexington"
-84.5378,37.9731,2020,9,29,10,100,8.88,0.73,"Lexington"
-84.5378,37.9731,2020,9,29,11,100,8.54,0.78,"Lexington"
-84.5378,37.9731,2020,9,29,12,95.77,10.25,23.35,"Lexington"
-84.5378,37.9731,2020,9,29,13,88.29,12.2,1.15,"Lexington"
-84.5378,37.9731,2020,9,29,14,75.8,14.48,0.32,"Lexington"
-84.5378,37.9731,2020,9,29,15,66.68,15.82,0.72,"Lexington"
-84.5378,37.9731,2020,9,29,16,57.61,17.57,0.23,"Lexington"
-84.5378,37.9731,2020,9,29,17,52.74,18.29,0.31,"Lexington"
-84.5378,37.9731,2020,9,29,18,52.06,17.68,0.07,"Lexington"
-84.5378,37.9731,2020,9,29,19,53.87,16.75,0.43,"Lexington"
-84.5378,37.9731,2020,9,29,20,55.48,16.21,1.45,"Lexington"
-84.5378,37.9731,2020,9,29,21,58.73,15.7,1.46,"Lexington"
-84.5378,37.9731,2020,9,29,22,67.92,14.94,0.96,"Lexington"
-84.5378,37.9731,2020,9,29,23,81.59,12.39,2.43,"Lexington"
-84.5378,37.9731,2020,9,30,0,83.83,11.49,2.09,"Lexington"
-84.5378,37.9731,2020,9,30,1,84.02,11.58,2.19,"Lexington"
-84.5378,37.9731,2020,9,30,2,85.39,11.38,1.64,"Lexington"
-84.5378,37.9731,2020,9,30,3,88.32,10.5,0.61,"Lexington"
-84.5378,37.9731,2020,9,30,4,91.92,9.42,0.39,"Lexington"
-84.5378,37.9731,2020,9,30,5,94.28,8.59,0.24,"Lexington"
-84.5378,37.9731,2020,9,30,6,95.74,8.01,0.17,"Lexington"
-84.5378,37.9731,2020,9,30,7,96.61,7.61,0.17,"Lexington"
-84.5378,37.9731,2020,9,30,8,97.55,7.31,0.22,"Lexington"
-84.5378,37.9731,2020,9,30,9,98.22,7.16,0.6,"Lexington"
-84.5378,37.9731,2020,9,30,10,98.77,7.08,5.11,"Lexington"
-84.5378,37.9731,2020,9,30,11,98.48,7.17,9.75,"Lexington"
-84.5378,37.9731,2020,9,30,12,94.77,8.43,0.06,"Lexington"
-84.5378,37.9731,2020,9,30,13,88.31,10.8,0,"Lexington"
-84.5378,37.9731,2020,9,30,14,73.76,14.23,0,"Lexington"
-84.5378,37.9731,2020,9,30,15,56.51,17.51,0,"Lexington"
-84.5378,37.9731,2020,9,30,16,46.86,19.82,0,"Lexington"
-84.5378,37.9731,2020,9,30,17,42.04,21.43,0,"Lexington"
-84.5378,37.9731,2020,9,30,18,40.08,22.51,0,"Lexington"
-84.5378,37.9731,2020,9,30,19,39.65,23.14,0,"Lexington"
-84.5378,37.9731,2020,9,30,20,41.05,23.1,0,"Lexington"
-84.5378,37.9731,2020,9,30,21,44.05,22.67,0,"Lexington"
-84.5378,37.9731,2020,9,30,22,49.29,21.47,0,"Lexington"
-84.5378,37.9731,2020,9,30,23,56.29,19.35,0.01,"Lexington"
-84.5378,37.9731,2020,10,1,0,61.14,18.08,0.09,"Lexington"
-84.5378,37.9731,2020,10,1,1,66.09,17.18,0.18,"Lexington"
-84.5378,37.9731,2020,10,1,2,70.08,16.77,0.43,"Lexington"
-84.5378,37.9731,2020,10,1,3,75.29,16,0.29,"Lexington"
-84.5378,37.9731,2020,10,1,4,75.17,15.14,0.3,"Lexington"
-84.5378,37.9731,2020,10,1,5,74.1,14.29,0.2,"Lexington"
-84.5378,37.9731,2020,10,1,6,75.78,13.55,0.06,"Lexington"
-84.5378,37.9731,2020,10,1,7,78.62,12.99,0.02,"Lexington"
-84.5378,37.9731,2020,10,1,8,80.83,12.53,0.01,"Lexington"
-84.5378,37.9731,2020,10,1,9,76.96,12.21,0,"Lexington"
-84.5378,37.9731,2020,10,1,10,71.46,12.35,0,"Lexington"
-84.5378,37.9731,2020,10,1,11,70.61,12.04,0,"Lexington"
-84.5378,37.9731,2020,10,1,12,77.58,12.27,0,"Lexington"
-84.5378,37.9731,2020,10,1,13,63.75,14.78,0,"Lexington"
-84.5378,37.9731,2020,10,1,14,49.77,17.52,0,"Lexington"
-84.5378,37.9731,2020,10,1,15,42.43,19.08,0,"Lexington"
-84.5378,37.9731,2020,10,1,16,39.57,19.93,0.01,"Lexington"
-84.5378,37.9731,2020,10,1,17,37.83,20.43,0.05,"Lexington"
-84.5378,37.9731,2020,10,1,18,36.83,20.63,0.12,"Lexington"
-84.5378,37.9731,2020,10,1,19,37.38,20.41,0.15,"Lexington"
-84.5378,37.9731,2020,10,1,20,39.14,19.72,0.22,"Lexington"
-84.5378,37.9731,2020,10,1,21,41.53,18.8,0.2,"Lexington"
-84.5378,37.9731,2020,10,1,22,47.59,17.21,0.08,"Lexington"
-84.5378,37.9731,2020,10,1,23,58.04,14.81,0.03,"Lexington"
-84.5378,37.9731,2020,10,2,0,63.29,13.49,0.01,"Lexington"
-84.5378,37.9731,2020,10,2,1,70.31,11.97,0,"Lexington"
-84.5378,37.9731,2020,10,2,2,75.77,10.63,0,"Lexington"
-84.5378,37.9731,2020,10,2,3,78.41,9.68,0,"Lexington"
-84.5378,37.9731,2020,10,2,4,80.57,8.7,0,"Lexington"
-84.5378,37.9731,2020,10,2,5,82.94,7.86,0,"Lexington"
-84.5378,37.9731,2020,10,2,6,85.46,7.21,0,"Lexington"
-84.5378,37.9731,2020,10,2,7,87.94,6.66,0,"Lexington"
-84.5378,37.9731,2020,10,2,8,90.91,6.18,0.01,"Lexington"
-84.5378,37.9731,2020,10,2,9,94.69,5.7,0.03,"Lexington"
-84.5378,37.9731,2020,10,2,10,99.19,5.22,0.03,"Lexington"
-84.5378,37.9731,2020,10,2,11,100,4.76,0.07,"Lexington"
-84.5378,37.9731,2020,10,2,12,93.31,6.67,0.13,"Lexington"
-84.5378,37.9731,2020,10,2,13,78.69,9.83,0.06,"Lexington"
-84.5378,37.9731,2020,10,2,14,64.27,12.74,0.02,"Lexington"
-84.5378,37.9731,2020,10,2,15,54.96,14.68,0,"Lexington"
-84.5378,37.9731,2020,10,2,16,50.03,15.98,0,"Lexington"
-84.5378,37.9731,2020,10,2,17,47.11,16.81,0,"Lexington"
-84.5378,37.9731,2020,10,2,18,44.94,17.38,0,"Lexington"
-84.5378,37.9731,2020,10,2,19,43.86,17.47,0.01,"Lexington"
-84.5378,37.9731,2020,10,2,20,43.56,17.26,0.01,"Lexington"
-84.5378,37.9731,2020,10,2,21,44.38,16.7,0.01,"Lexington"
-84.5378,37.9731,2020,10,2,22,51.91,15.51,0,"Lexington"
-84.5378,37.9731,2020,10,2,23,60.92,13.59,0,"Lexington"
-84.5378,37.9731,2020,10,3,0,55.69,13.28,0,"Lexington"
-84.5378,37.9731,2020,10,3,1,53.9,13.12,0,"Lexington"
-84.5378,37.9731,2020,10,3,2,55.61,12.53,0,"Lexington"
-84.5378,37.9731,2020,10,3,3,59.22,11.49,0,"Lexington"
-84.5378,37.9731,2020,10,3,4,66.52,10.35,0,"Lexington"
-84.5378,37.9731,2020,10,3,5,74.96,9.28,0,"Lexington"
-84.5378,37.9731,2020,10,3,6,77.1,8.24,0,"Lexington"
-84.5378,37.9731,2020,10,3,7,79.35,7.57,0,"Lexington"
-84.5378,37.9731,2020,10,3,8,82.38,6.94,0,"Lexington"
-84.5378,37.9731,2020,10,3,9,84.73,6.45,0,"Lexington"
-84.5378,37.9731,2020,10,3,10,86.51,6.07,0,"Lexington"
-84.5378,37.9731,2020,10,3,11,88.71,5.57,0,"Lexington"
-84.5378,37.9731,2020,10,3,12,83.94,7.18,0,"Lexington"
-84.5378,37.9731,2020,10,3,13,69.68,9.82,0,"Lexington"
-84.5378,37.9731,2020,10,3,14,54.5,13.65,0,"Lexington"
-84.5378,37.9731,2020,10,3,15,45.41,16.1,0,"Lexington"
-84.5378,37.9731,2020,10,3,16,42.28,17.34,0,"Lexington"
-84.5378,37.9731,2020,10,3,17,40.57,18.2,0,"Lexington"
-84.5378,37.9731,2020,10,3,18,39.15,18.79,0,"Lexington"
-84.5378,37.9731,2020,10,3,19,38.27,19.05,0,"Lexington"
-84.5378,37.9731,2020,10,3,20,38.06,18.95,0,"Lexington"
-84.5378,37.9731,2020,10,3,21,39.35,18.38,0,"Lexington"
-84.5378,37.9731,2020,10,3,22,49.62,16.99,0,"Lexington"
-84.5378,37.9731,2020,10,3,23,57.13,14.69,0,"Lexington"
-84.5378,37.9731,2020,10,4,0,60.18,13.22,0.01,"Lexington"
-84.5378,37.9731,2020,10,4,1,66.85,12.06,0.21,"Lexington"
-84.5378,37.9731,2020,10,4,2,72.21,11.32,0.53,"Lexington"
-84.5378,37.9731,2020,10,4,3,74.2,11.01,0.26,"Lexington"
-84.5378,37.9731,2020,10,4,4,75.98,10.63,0.17,"Lexington"
-84.5378,37.9731,2020,10,4,5,78.08,10.17,0.32,"Lexington"
-84.5378,37.9731,2020,10,4,6,79.97,9.71,0.22,"Lexington"
-84.5378,37.9731,2020,10,4,7,80.64,9.43,0.04,"Lexington"
-84.5378,37.9731,2020,10,4,8,82.76,8.74,0.02,"Lexington"
-84.5378,37.9731,2020,10,4,9,83.92,8.51,0.01,"Lexington"
-84.5378,37.9731,2020,10,4,10,85.04,8.19,0,"Lexington"
-84.5378,37.9731,2020,10,4,11,85.52,8.33,0.02,"Lexington"
-84.5378,37.9731,2020,10,4,12,80.18,9.8,0,"Lexington"
-84.5378,37.9731,2020,10,4,13,74.2,11.47,0,"Lexington"
-84.5378,37.9731,2020,10,4,14,66.47,14.01,0,"Lexington"
-84.5378,37.9731,2020,10,4,15,54.47,17.23,0.02,"Lexington"
-84.5378,37.9731,2020,10,4,16,48.02,19.14,0.19,"Lexington"
-84.5378,37.9731,2020,10,4,17,47.42,19.71,0.61,"Lexington"
-84.5378,37.9731,2020,10,4,18,48.61,19.78,1,"Lexington"
-84.5378,37.9731,2020,10,4,19,52.65,19.11,1.27,"Lexington"
-84.5378,37.9731,2020,10,4,20,59.66,18.01,1.88,"Lexington"
-84.5378,37.9731,2020,10,4,21,70.07,16.41,1.57,"Lexington"
-84.5378,37.9731,2020,10,4,22,80.15,14.82,0.88,"Lexington"
-84.5378,37.9731,2020,10,4,23,86.68,13.57,0.59,"Lexington"
-84.5378,37.9731,2020,10,5,0,88.54,12.57,0.27,"Lexington"
-84.5378,37.9731,2020,10,5,1,87.57,11.44,0.13,"Lexington"
-84.5378,37.9731,2020,10,5,2,89.58,10.12,0.08,"Lexington"
-84.5378,37.9731,2020,10,5,3,94.99,8.63,0.04,"Lexington"
-84.5378,37.9731,2020,10,5,4,99.08,7.68,0.03,"Lexington"
-84.5378,37.9731,2020,10,5,5,100,7.17,0.03,"Lexington"
-84.5378,37.9731,2020,10,5,6,100,6.97,0.03,"Lexington"
-84.5378,37.9731,2020,10,5,7,97.82,7.05,0.03,"Lexington"
-84.5378,37.9731,2020,10,5,8,98.12,6.7,0.03,"Lexington"
-84.5378,37.9731,2020,10,5,9,96.89,6.5,0.05,"Lexington"
-84.5378,37.9731,2020,10,5,10,96.2,6.21,0.07,"Lexington"
-84.5378,37.9731,2020,10,5,11,95.7,5.91,0.08,"Lexington"
-84.5378,37.9731,2020,10,5,12,93.79,6.1,0.17,"Lexington"
-84.5378,37.9731,2020,10,5,13,89.18,7.25,0.05,"Lexington"
-84.5378,37.9731,2020,10,5,14,75.07,9.82,0,"Lexington"
-84.5378,37.9731,2020,10,5,15,58.16,12.97,0,"Lexington"
-84.5378,37.9731,2020,10,5,16,50.79,14.68,0,"Lexington"
-84.5378,37.9731,2020,10,5,17,46.07,15.95,0,"Lexington"
-84.5378,37.9731,2020,10,5,18,43.07,16.87,0,"Lexington"
-84.5378,37.9731,2020,10,5,19,40.92,17.45,0,"Lexington"
-84.5378,37.9731,2020,10,5,20,40.04,17.57,0,"Lexington"
-84.5378,37.9731,2020,10,5,21,40.69,17.15,0,"Lexington"
-84.5378,37.9731,2020,10,5,22,50.53,15.84,0,"Lexington"
-84.5378,37.9731,2020,10,5,23,59.1,13.2,0,"Lexington"
-84.5378,37.9731,2020,10,6,0,62.17,11.72,0,"Lexington"
-84.5378,37.9731,2020,10,6,1,67.58,10.38,0,"Lexington"
-84.5378,37.9731,2020,10,6,2,74.27,8.89,0,"Lexington"
-84.5378,37.9731,2020,10,6,3,78.3,7.86,0,"Lexington"
-84.5378,37.9731,2020,10,6,4,80.72,7.16,0,"Lexington"
-84.5378,37.9731,2020,10,6,5,82.98,6.53,0,"Lexington"
-84.5378,37.9731,2020,10,6,6,84.79,6.02,0,"Lexington"
-84.5378,37.9731,2020,10,6,7,85.96,5.65,0,"Lexington"
-84.5378,37.9731,2020,10,6,8,86.98,5.39,0,"Lexington"
-84.5378,37.9731,2020,10,6,9,88.55,5.19,0,"Lexington"
-84.5378,37.9731,2020,10,6,10,91.25,4.96,0,"Lexington"
-84.5378,37.9731,2020,10,6,11,95.77,4.69,0,"Lexington"
-84.5378,37.9731,2020,10,6,12,89.49,6.56,0,"Lexington"
-84.5378,37.9731,2020,10,6,13,77.98,9.49,0,"Lexington"
-84.5378,37.9731,2020,10,6,14,66.4,13.1,0,"Lexington"
-84.5378,37.9731,2020,10,6,15,49.49,17.37,0,"Lexington"
-84.5378,37.9731,2020,10,6,16,43.3,19.39,0,"Lexington"
-84.5378,37.9731,2020,10,6,17,39.3,20.81,0,"Lexington"
-84.5378,37.9731,2020,10,6,18,36.62,21.73,0,"Lexington"
-84.5378,37.9731,2020,10,6,19,35.51,22.19,0,"Lexington"
-84.5378,37.9731,2020,10,6,20,35.56,22.1,0,"Lexington"
-84.5378,37.9731,2020,10,6,21,39.53,21.29,0,"Lexington"
-84.5378,37.9731,2020,10,6,22,57.62,18.55,0,"Lexington"
-84.5378,37.9731,2020,10,6,23,68.19,14.68,0,"Lexington"
-84.5378,37.9731,2020,10,7,0,68.59,13.81,0,"Lexington"
-84.5378,37.9731,2020,10,7,1,69.98,13.19,0,"Lexington"
-84.5378,37.9731,2020,10,7,2,72.66,12.39,0,"Lexington"
-84.5378,37.9731,2020,10,7,3,76.42,11.58,0,"Lexington"
-84.5378,37.9731,2020,10,7,4,79.1,11.08,0,"Lexington"
-84.5378,37.9731,2020,10,7,5,81.08,10.75,0,"Lexington"
-84.5378,37.9731,2020,10,7,6,82.62,10.51,0,"Lexington"
-84.5378,37.9731,2020,10,7,7,83.88,10.28,0,"Lexington"
-84.5378,37.9731,2020,10,7,8,84.93,10.07,0,"Lexington"
-84.5378,37.9731,2020,10,7,9,85.54,9.83,0,"Lexington"
-84.5378,37.9731,2020,10,7,10,86.18,9.61,0,"Lexington"
-84.5378,37.9731,2020,10,7,11,86.88,9.49,0,"Lexington"
-84.5378,37.9731,2020,10,7,12,80.38,11.08,0,"Lexington"
-84.5378,37.9731,2020,10,7,13,68.3,14.07,0,"Lexington"
-84.5378,37.9731,2020,10,7,14,57.9,17.52,0,"Lexington"
-84.5378,37.9731,2020,10,7,15,48.84,21.01,0,"Lexington"
-84.5378,37.9731,2020,10,7,16,46.49,23.54,0,"Lexington"
-84.5378,37.9731,2020,10,7,17,43.2,25.29,0,"Lexington"
-84.5378,37.9731,2020,10,7,18,39.78,26.29,0,"Lexington"
-84.5378,37.9731,2020,10,7,19,37.78,26.84,0,"Lexington"
-84.5378,37.9731,2020,10,7,20,38.37,26.81,0,"Lexington"
-84.5378,37.9731,2020,10,7,21,43.14,25.99,0,"Lexington"
-84.5378,37.9731,2020,10,7,22,54.71,23.25,0,"Lexington"
-84.5378,37.9731,2020,10,7,23,64.22,19.7,0,"Lexington"
-84.5378,37.9731,2020,10,8,0,67.86,18.57,0,"Lexington"
-84.5378,37.9731,2020,10,8,1,71.65,17.73,0,"Lexington"
-84.5378,37.9731,2020,10,8,2,75.44,16.94,0,"Lexington"
-84.5378,37.9731,2020,10,8,3,80.38,16,0,"Lexington"
-84.5378,37.9731,2020,10,8,4,84.32,15.26,0,"Lexington"
-84.5378,37.9731,2020,10,8,5,87.48,14.61,0,"Lexington"
-84.5378,37.9731,2020,10,8,6,89.28,14.22,0,"Lexington"
-84.5378,37.9731,2020,10,8,7,91.4,13.76,0,"Lexington"
-84.5378,37.9731,2020,10,8,8,93.27,13.2,0,"Lexington"
-84.5378,37.9731,2020,10,8,9,94.82,12.42,0,"Lexington"
-84.5378,37.9731,2020,10,8,10,96.08,11.37,0,"Lexington"
-84.5378,37.9731,2020,10,8,11,96.8,10.46,0,"Lexington"
-84.5378,37.9731,2020,10,8,12,88.47,11.65,0,"Lexington"
-84.5378,37.9731,2020,10,8,13,73.58,14.44,0,"Lexington"
-84.5378,37.9731,2020,10,8,14,53.93,17.91,0,"Lexington"
-84.5378,37.9731,2020,10,8,15,38.64,20.99,0,"Lexington"
-84.5378,37.9731,2020,10,8,16,35.86,22.53,0,"Lexington"
-84.5378,37.9731,2020,10,8,17,34.35,23.42,0,"Lexington"
-84.5378,37.9731,2020,10,8,18,33.38,23.78,0,"Lexington"
-84.5378,37.9731,2020,10,8,19,32.43,24.12,0,"Lexington"
-84.5378,37.9731,2020,10,8,20,31.86,24.25,0,"Lexington"
-84.5378,37.9731,2020,10,8,21,33.96,23.74,0,"Lexington"
-84.5378,37.9731,2020,10,8,22,51.87,21.81,0,"Lexington"
-84.5378,37.9731,2020,10,8,23,52.41,19.63,0,"Lexington"
-84.5378,37.9731,2020,10,9,0,58.21,18.04,0,"Lexington"
-84.5378,37.9731,2020,10,9,1,62.82,16.53,0,"Lexington"
-84.5378,37.9731,2020,10,9,2,65.1,15.66,0,"Lexington"
-84.5378,37.9731,2020,10,9,3,66.22,15.1,0,"Lexington"
-84.5378,37.9731,2020,10,9,4,67.09,14.46,0,"Lexington"
-84.5378,37.9731,2020,10,9,5,68.42,13.91,0,"Lexington"
-84.5378,37.9731,2020,10,9,6,69.12,13.48,0,"Lexington"
-84.5378,37.9731,2020,10,9,7,70.92,12.95,0,"Lexington"
-84.5378,37.9731,2020,10,9,8,71.62,12.57,0,"Lexington"
-84.5378,37.9731,2020,10,9,9,72.51,12.29,0,"Lexington"
-84.5378,37.9731,2020,10,9,10,73.63,12.06,0,"Lexington"
-84.5378,37.9731,2020,10,9,11,74.96,11.79,0,"Lexington"
-84.5378,37.9731,2020,10,9,12,73.02,12.78,0,"Lexington"
-84.5378,37.9731,2020,10,9,13,62.03,15.09,0,"Lexington"
-84.5378,37.9731,2020,10,9,14,57.36,16.68,0,"Lexington"
-84.5378,37.9731,2020,10,9,15,54.85,18.49,0,"Lexington"
-84.5378,37.9731,2020,10,9,16,51.73,20.29,0,"Lexington"
-84.5378,37.9731,2020,10,9,17,46.8,22.06,0,"Lexington"
-84.5378,37.9731,2020,10,9,18,48.44,22.8,0,"Lexington"
-84.5378,37.9731,2020,10,9,19,52.42,23.22,0,"Lexington"
-84.5378,37.9731,2020,10,9,20,59.44,23,0,"Lexington"
-84.5378,37.9731,2020,10,9,21,71.41,21.92,0,"Lexington"
-84.5378,37.9731,2020,10,9,22,79.73,20.06,0,"Lexington"
